File below(listA) below(listI) below(treeA) below(treeI) below(regexA) below(regexI) below(treeOA) below(treeOI) below(regexOA) below(regexOI) above(listA) above(listI) above(treeA) above(treeI) above(regexA) above(regexI) above(treeOA) above(treeOI) above(regexOA) above(regexOI)
set_122_sites_1_iterations_100_result.csv 100 100 100 99 100 100 98 93 100 100 0 0 0 1 0 0 2 3 0 0
set_122_sites_1_iterations_1000_result.csv 1000 1000 998 994 1000 1000 1000 994 1000 1000 0 0 2 5 0 0 0 4 0 0
set_122_sites_2_iterations_10_result.csv 10 10 10 9 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_122_sites_2_iterations_100_result.csv 100 100 100 100 100 100 100 99 100 100 0 0 0 0 0 0 0 1 0 0
set_122_sites_2_iterations_1000_result.csv 1000 1000 1000 996 1000 1000 1000 998 1000 1000 0 0 0 3 0 0 0 1 0 0
set_122_sites_3_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_122_sites_3_iterations_100_result.csv 100 100 100 97 100 100 100 100 100 100 0 0 0 2 0 0 0 0 0 0
set_122_sites_3_iterations_1000_result.csv 1000 1000 1000 1000 1000 1000 1000 970 1000 1000 0 0 0 0 0 0 0 30 0 0
set_122_sites_5_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_122_sites_5_iterations_100_result.csv 100 100 100 100 100 100 100 98 100 100 0 0 0 0 0 0 0 0 0 0
set_122_sites_5_iterations_1000_result.csv 1000 1000 1000 994 1000 1000 1000 993 1000 1000 0 0 0 0 0 0 0 0 0 0
set_122_sites_10_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_122_sites_10_iterations_100_result.csv 100 100 100 100 100 100 100 100 100 100 0 0 0 0 0 0 0 0 0 0
set_122_sites_10_iterations_1000_result.csv 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 0 0 0 0 0 0 0 0 0 0
set_122_sites_20_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_122_sites_20_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 2 100 100 100 100 100 100
set_122_sites_20_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_122_sites_30_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_122_sites_30_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_122_sites_30_iterations_1000_result.csv 0 0 0 919 0 0 0 0 0 0 1000 1000 1000 8 1000 1000 1000 1000 1000 1000
set_122_sites_100_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_122_sites_100_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_122_sites_100_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_123_sites_1_iterations_10_result.csv 10 10 10 0 10 10 9 0 10 10 0 0 0 1 0 0 1 1 0 0
set_123_sites_1_iterations_100_result.csv 100 100 100 99 100 100 100 0 100 100 0 0 0 1 0 0 0 0 0 0
set_123_sites_1_iterations_1000_result.csv 1000 1000 1000 31 1000 1000 1000 48 1000 1000 0 0 0 1 0 0 0 0 0 0
set_123_sites_2_iterations_10_result.csv 0 0 0 0 4 10 0 0 10 10 10 10 2 0 6 0 10 0 0 0
set_123_sites_2_iterations_100_result.csv 100 96 100 0 100 100 100 0 100 100 0 4 0 1 0 0 0 0 0 0
set_123_sites_2_iterations_1000_result.csv 998 959 992 0 1000 1000 997 0 1000 1000 2 30 8 8 0 0 3 3 0 0
set_123_sites_3_iterations_10_result.csv 0 0 5 0 7 10 3 0 10 10 10 10 5 1 3 0 7 0 0 0
set_123_sites_3_iterations_100_result.csv 0 0 99 0 100 100 98 0 56 64 100 100 1 0 0 0 0 0 44 36
set_123_sites_3_iterations_1000_result.csv 1000 1000 996 995 1000 1000 994 0 1000 1000 0 0 4 4 0 0 6 6 0 0
set_123_sites_5_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 1 10 10 10 1 10 10
set_123_sites_5_iterations_100_result.csv 0 0 0 0 0 0 0 86 0 0 100 100 100 63 100 100 100 0 100 100
set_123_sites_5_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 71 1000 1000 1000 74 1000 1000
set_123_sites_10_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 0 10 10 10 1 10 10
set_123_sites_10_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 33 100 100 100 4 100 100
set_123_sites_10_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 42 1000 1000 1000 20 1000 1000
set_123_sites_20_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_123_sites_20_iterations_100_result.csv 0 0 0 85 0 0 0 85 0 30 100 100 100 0 100 100 100 1 100 70
set_123_sites_20_iterations_1000_result.csv 0 0 0 890 0 0 0 886 0 66 1000 1000 1000 12 1000 1000 1000 12 1000 934
set_123_sites_30_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_123_sites_30_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_123_sites_30_iterations_1000_result.csv 970 956 1000 1000 1000 1000 1000 1000 1000 1000 30 44 0 0 0 0 0 0 0 0
set_123_sites_100_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_123_sites_100_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_123_sites_100_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_124_sites_1_iterations_10_result.csv 0 0 9 10 0 10 0 3 0 10 10 10 1 0 10 0 10 0 10 0
set_124_sites_1_iterations_100_result.csv 0 0 0 31 0 0 0 33 0 94 100 100 100 1 100 17 100 0 100 5
set_124_sites_1_iterations_1000_result.csv 0 0 0 97 0 661 0 292 0 981 1000 1000 1000 12 1000 298 1000 2 1000 19
set_124_sites_2_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 1 10 10 10 0 10 10
set_124_sites_2_iterations_100_result.csv 0 0 0 100 0 0 0 0 0 0 100 100 100 0 100 100 100 3 100 100
set_124_sites_2_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 9 1000 1000 1000 8 1000 1000
set_124_sites_3_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 0 10 10 10 0 10 10
set_124_sites_3_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 0 100 100 100 0 100 100
set_124_sites_3_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 8 1000 1000 1000 8 1000 1000
set_124_sites_5_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 4 10 10 10 1 10 10
set_124_sites_5_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 29 100 100
set_124_sites_5_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 129 1000 1000 1000 194 1000 1000
set_124_sites_10_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 0 10 10 10 10 10 10
set_124_sites_10_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_124_sites_10_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_124_sites_20_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_124_sites_20_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_124_sites_20_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_124_sites_30_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_124_sites_30_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_124_sites_30_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_124_sites_100_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_124_sites_100_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_124_sites_100_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_125_sites_1_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_125_sites_1_iterations_100_result.csv 100 100 100 99 100 100 100 100 100 100 0 0 0 1 0 0 0 0 0 0
set_125_sites_1_iterations_1000_result.csv 1000 1000 1000 999 1000 1000 1000 998 1000 1000 0 0 0 1 0 0 0 2 0 0
set_125_sites_2_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_125_sites_2_iterations_100_result.csv 100 100 100 100 100 100 100 100 100 100 0 0 0 0 0 0 0 0 0 0
set_125_sites_2_iterations_1000_result.csv 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 0 0 0 0 0 0 0 0 0 0
set_125_sites_3_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_125_sites_3_iterations_100_result.csv 100 100 100 100 100 100 100 100 100 100 0 0 0 0 0 0 0 0 0 0
set_125_sites_3_iterations_1000_result.csv 0 0 0 992 0 0 0 0 0 0 1000 1000 1000 7 1000 1000 1000 6 1000 1000
set_125_sites_5_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 1 10 10 10 2 10 10
set_125_sites_5_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 60 100 100 100 14 100 100
set_125_sites_5_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 80 1000 1000 1000 889 1000 1000
set_125_sites_10_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 0 10 10 10 10 10 10
set_125_sites_10_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_125_sites_10_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_125_sites_20_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_125_sites_20_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_125_sites_20_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_125_sites_30_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_125_sites_30_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_125_sites_30_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_125_sites_100_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_125_sites_100_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_125_sites_100_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_126_sites_1_iterations_10_result.csv 10 10 10 9 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_126_sites_1_iterations_100_result.csv 100 100 100 99 100 100 100 33 100 100 0 0 0 0 0 0 0 0 0 0
set_126_sites_1_iterations_1000_result.csv 1000 1000 1000 57 1000 1000 1000 335 1000 1000 0 0 0 3 0 0 0 0 0 0
set_126_sites_2_iterations_10_result.csv 10 10 10 9 10 10 10 0 10 10 0 0 0 0 0 0 0 0 0 0
set_126_sites_2_iterations_100_result.csv 100 100 100 99 100 100 100 100 100 100 0 0 0 1 0 0 0 0 0 0
set_126_sites_2_iterations_1000_result.csv 1000 1000 1000 983 1000 1000 1000 1000 1000 1000 0 0 0 16 0 0 0 0 0 0
set_126_sites_3_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_126_sites_3_iterations_100_result.csv 100 100 100 99 100 100 100 100 100 100 0 0 0 0 0 0 0 0 0 0
set_126_sites_3_iterations_1000_result.csv 1000 1000 1000 993 1000 1000 1000 999 1000 1000 0 0 0 6 0 0 0 1 0 0
set_126_sites_5_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_126_sites_5_iterations_100_result.csv 100 100 100 98 100 100 100 99 100 100 0 0 0 0 0 0 0 0 0 0
set_126_sites_5_iterations_1000_result.csv 1000 1000 1000 992 1000 1000 1000 997 1000 1000 0 0 0 2 0 0 0 1 0 0
set_126_sites_10_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_126_sites_10_iterations_100_result.csv 100 100 100 100 100 100 100 100 100 100 0 0 0 0 0 0 0 0 0 0
set_126_sites_10_iterations_1000_result.csv 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 0 0 0 0 0 0 0 0 0 0
set_126_sites_20_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_126_sites_20_iterations_100_result.csv 0 0 0 100 0 0 0 0 0 0 100 100 100 0 100 100 100 100 100 100
set_126_sites_20_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_126_sites_30_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_126_sites_30_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_126_sites_30_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_126_sites_100_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_126_sites_100_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_126_sites_100_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_127_sites_1_iterations_10_result.csv 10 10 10 0 10 10 10 0 10 10 0 0 0 1 0 0 0 0 0 0
set_127_sites_1_iterations_100_result.csv 100 98 95 0 100 100 100 0 100 100 0 1 5 5 0 0 0 0 0 0
set_127_sites_1_iterations_1000_result.csv 1000 989 984 0 1000 999 995 0 1000 1000 0 8 16 16 0 1 5 5 0 0
set_127_sites_2_iterations_10_result.csv 10 10 10 0 10 10 10 0 10 10 0 0 0 0 0 0 0 0 0 0
set_127_sites_2_iterations_100_result.csv 100 98 100 0 100 100 100 0 100 100 0 2 0 0 0 0 0 0 0 0
set_127_sites_2_iterations_1000_result.csv 1000 994 995 0 1000 1000 998 0 920 843 0 4 5 5 0 0 2 2 80 156
set_127_sites_3_iterations_10_result.csv 0 0 4 0 0 10 0 0 0 0 10 10 6 0 10 0 10 0 10 10
set_127_sites_3_iterations_100_result.csv 0 0 0 0 0 91 0 0 0 0 100 100 100 0 100 8 100 0 100 100
set_127_sites_3_iterations_1000_result.csv 1000 1000 999 990 1000 1000 999 994 1000 1000 0 0 1 6 0 0 1 6 0 0
set_127_sites_5_iterations_10_result.csv 10 10 9 4 10 10 10 7 10 10 0 0 1 1 0 0 0 0 0 0
set_127_sites_5_iterations_100_result.csv 100 100 100 94 100 100 100 94 71 42 0 0 0 0 0 0 0 0 29 58
set_127_sites_5_iterations_1000_result.csv 1000 1000 993 914 1000 998 989 901 1000 1000 0 0 7 6 0 2 11 11 0 0
set_127_sites_10_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 0 10 10 10 0 10 10
set_127_sites_10_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 4 100 100 100 1 100 100
set_127_sites_10_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 50 1000 1000 1000 26 1000 1000
set_127_sites_20_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_127_sites_20_iterations_100_result.csv 99 90 60 0 100 93 95 0 100 100 1 10 40 41 0 7 5 5 0 0
set_127_sites_20_iterations_1000_result.csv 1000 999 941 0 1000 982 976 0 998 976 0 1 59 59 0 18 24 21 2 24
set_127_sites_30_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_127_sites_30_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_127_sites_30_iterations_1000_result.csv 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 0 0 0 0 0 0 0 0 0 0
set_127_sites_100_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_127_sites_100_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_127_sites_100_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_128_sites_1_iterations_10_result.csv 10 10 10 9 10 10 10 0 10 10 0 0 0 1 0 0 0 0 0 0
set_128_sites_1_iterations_100_result.csv 100 100 99 0 100 100 100 0 100 100 0 0 1 1 0 0 0 0 0 0
set_128_sites_1_iterations_1000_result.csv 1000 925 989 0 1000 1000 994 0 1000 1000 0 75 11 13 0 0 6 8 0 0
set_128_sites_2_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 1 10 10 10 0 10 10
set_128_sites_2_iterations_100_result.csv 0 0 1 97 0 86 0 0 0 30 100 100 39 2 100 14 100 0 100 70
set_128_sites_2_iterations_1000_result.csv 0 0 0 0 0 427 0 0 0 0 1000 1000 1000 52 1000 568 1000 5 1000 1000
set_128_sites_3_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 0 10 10 10 0 10 10
set_128_sites_3_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 3 100 100 100 0 100 100
set_128_sites_3_iterations_1000_result.csv 503 503 997 0 965 965 838 0 708 706 491 414 3 3 35 35 24 19 289 289
set_128_sites_5_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 1 10 10 10 0 10 10
set_128_sites_5_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 1 100 100 100 2 100 100
set_128_sites_5_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 6 1000 1000 1000 27 1000 1000
set_128_sites_10_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_128_sites_10_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_128_sites_10_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_128_sites_20_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_128_sites_20_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_128_sites_20_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_128_sites_30_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_128_sites_30_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_128_sites_30_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_128_sites_100_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_128_sites_100_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_128_sites_100_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_129_sites_1_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_129_sites_1_iterations_100_result.csv 100 100 100 99 100 100 100 99 100 100 0 0 0 0 0 0 0 1 0 0
set_129_sites_1_iterations_1000_result.csv 1000 1000 1000 997 1000 1000 1000 999 1000 1000 0 0 0 3 0 0 0 1 0 0
set_129_sites_2_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_129_sites_2_iterations_100_result.csv 100 100 100 100 100 100 100 100 100 100 0 0 0 0 0 0 0 0 0 0
set_129_sites_2_iterations_1000_result.csv 1000 1000 1000 998 1000 1000 1000 998 1000 1000 0 0 0 1 0 0 0 1 0 0
set_129_sites_3_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_129_sites_3_iterations_100_result.csv 100 100 100 100 100 100 100 100 100 100 0 0 0 0 0 0 0 0 0 0
set_129_sites_3_iterations_1000_result.csv 0 0 0 995 0 0 0 0 0 0 1000 1000 1000 0 1000 1000 1000 17 1000 1000
set_129_sites_5_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 1 10 10 10 0 10 10
set_129_sites_5_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 3 100 100 100 0 100 100
set_129_sites_5_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1 1000 1000 1000 6 1000 1000
set_129_sites_10_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 0 10 10 10 10 10 10
set_129_sites_10_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_129_sites_10_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_129_sites_20_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_129_sites_20_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_129_sites_20_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_129_sites_30_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_129_sites_30_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_129_sites_30_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_129_sites_100_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_129_sites_100_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_129_sites_100_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_130_sites_1_iterations_10_result.csv 10 10 10 9 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_130_sites_1_iterations_100_result.csv 100 100 100 0 100 100 100 100 100 100 0 0 0 1 0 0 0 0 0 0
set_130_sites_1_iterations_1000_result.csv 1000 1000 1000 0 1000 1000 1000 0 1000 1000 0 0 0 3 0 0 0 18 0 0
set_130_sites_2_iterations_10_result.csv 10 10 10 10 10 10 10 0 10 10 0 0 0 0 0 0 0 0 0 0
set_130_sites_2_iterations_100_result.csv 100 100 100 100 100 100 100 100 100 100 0 0 0 0 0 0 0 0 0 0
set_130_sites_2_iterations_1000_result.csv 1000 1000 1000 1000 1000 1000 1000 993 1000 1000 0 0 0 0 0 0 0 7 0 0
set_130_sites_3_iterations_10_result.csv 10 10 10 10 10 10 10 9 10 10 0 0 0 0 0 0 0 0 0 0
set_130_sites_3_iterations_100_result.csv 100 100 100 100 100 100 100 100 100 100 0 0 0 0 0 0 0 0 0 0
set_130_sites_3_iterations_1000_result.csv 1000 1000 1000 994 1000 1000 1000 994 1000 1000 0 0 0 1 0 0 0 3 0 0
set_130_sites_5_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_130_sites_5_iterations_100_result.csv 100 100 100 100 100 100 100 100 100 100 0 0 0 0 0 0 0 0 0 0
set_130_sites_5_iterations_1000_result.csv 1000 1000 1000 992 1000 1000 1000 992 1000 1000 0 0 0 0 0 0 0 0 0 0
set_130_sites_10_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_130_sites_10_iterations_100_result.csv 100 100 100 100 100 100 100 100 100 100 0 0 0 0 0 0 0 0 0 0
set_130_sites_10_iterations_1000_result.csv 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000 0 0 0 0 0 0 0 0 0 0
set_130_sites_20_iterations_10_result.csv 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 0 0 0 0 0
set_130_sites_20_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_130_sites_20_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_130_sites_30_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_130_sites_30_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_130_sites_30_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_130_sites_100_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 10 10 10 10 10 10 10
set_130_sites_100_iterations_100_result.csv 0 0 0 0 0 0 0 0 0 0 100 100 100 100 100 100 100 100 100 100
set_130_sites_100_iterations_1000_result.csv 0 0 0 0 0 0 0 0 0 0 1000 1000 1000 1000 1000 1000 1000 1000 1000 1000
set_131_sites_1_iterations_10_result.csv 10 10 10 9 10 10 10 7 10 10 0 0 0 1 0 0 0 0 0 0
set_131_sites_1_iterations_100_result.csv 100 100 99 62 100 100 100 61 100 100 0 0 1 1 0 0 0 0 0 0
set_131_sites_1_iterations_1000_result.csv 1000 978 996 485 1000 999 995 422 1000 1000 0 22 3 4 0 1 5 6 0 0
set_131_sites_2_iterations_10_result.csv 0 0 0 0 0 0 0 0 0 0 10 10 10 0 10 10 10 0 10 10
